#,role_id,recency,frequency,monetary
6985,35500000001512,0,11,532
6986,35500000001539,25,1,25
6987,35500000001645,25,3,556
6988,35500000002042,19,3,42
6989,35500000002653,24,1,6
6990,35500000002662,25,1,6
6991,35500000003421,20,1,6
6992,35500000003438,23,1,6
6993,35500000003612,23,1,6
6994,35500000003653,22,1,648
6995,35500000003689,22,2,36
6996,35500000004221,21,1,6
6997,35500000004280,14,7,109
6998,35500000004564,21,1,6
6999,35500000005537,18,1,510
7000,35500000005577,14,2,770
7001,35500000005638,13,1,510
7002,35500000005643,13,1,510
7003,35500000006043,6,1,510
7004,35600000000069,19,1,6
7005,35600000000109,2,9,214
7006,35600000000136,19,1,30
7007,35600000000140,19,1,6
7008,35600000000209,19,1,510
7009,35600000000233,19,1,6
7010,35600000000240,19,1,6
7011,35600000000245,13,14,1916
7012,35600000000394,19,1,6
7013,35600000000447,0,26,327
7014,35600000000568,13,7,1786
7015,35600000000581,13,15,330
7016,35600000000725,17,1,6
7017,35600000000817,18,3,111
7018,35600000001089,11,12,144
7019,35600000001110,14,2,12
7020,35600000001143,17,2,166
7021,35600000001170,19,1,328
7022,35600000001319,19,1,6
7023,35600000001330,1,9,164
7024,35600000001666,16,1,6
7025,35600000001870,4,3,18
7026,35600000002118,19,1,6
7027,35600000002122,19,1,6
7028,35600000002625,16,1,6
7029,35600000002645,6,5,720
7030,35600000002932,18,1,160
7031,35600000003128,18,1,6
7032,35600000003144,18,1,6
7033,35600000003211,17,9,1212
7034,35600000003234,14,14,1838
7035,35600000003403,6,2,770
7036,35600000003413,5,2,770
7037,35600000003782,4,3,42
7038,35600000003914,18,1,6
7039,35600000004544,17,1,510
7040,35600000004660,1,1,6
7041,35600000005137,17,1,6
7042,35600000005323,17,1,6
7043,35600000005327,0,1,510
7044,35600000005465,0,94,65995
7045,35600000005473,17,1,6
7046,35600000005613,17,1,510
7047,35600000005920,11,1,6
7048,35600000006022,0,46,5712
7049,35600000006108,15,1,510
7050,35600000006126,16,1,510
7051,35600000006291,16,1,510
7052,35600000006295,0,16,1192
7053,35600000006743,1,3,42
7054,35600000006957,9,2,770
7055,35600000007237,14,1,6
7056,35600000007541,14,1,6
7057,35600000007585,9,1,6
7058,35600000007588,15,2,36
7059,35600000007595,15,1,6
7060,35600000008039,14,1,6
7061,35600000008384,10,2,12
7062,35600000008926,13,2,18
7063,35600000008989,1,15,422
7064,35600000009023,13,1,510
7065,35600000009025,13,1,510
7066,35600000009207,13,1,160
7067,35600000009268,13,1,510
7068,35600000009335,13,1,510
7069,35600000009514,12,2,36
7070,35600000009608,10,1,510
7071,35600000009627,1,1,510
7072,35600000009694,9,1,510
7073,35600000009709,9,1,510
7074,35600000009815,7,1,510
7075,35600000009829,6,1,510
7076,35600000009901,6,1,510
7077,35600000009902,6,1,510
7078,35600000009906,6,1,510
7079,35600000010031,3,1,510
7080,35600000010123,0,1,510
7081,35700000000003,12,1,6
7082,35700000000041,4,4,781
7083,35700000000049,10,9,1426
7084,35700000000068,12,2,11
7085,35700000000089,12,1,6
7086,35700000000105,6,2,74
7087,35700000000119,2,3,61
7088,35700000000121,10,7,220
7089,35700000000126,12,1,5
7090,35700000000143,12,1,25
7091,35700000000159,1,8,589
7092,35700000000187,0,27,2325
7093,35700000000190,1,12,2169
7094,35700000000192,12,1,6
7095,35700000000197,12,1,6
7096,35700000000233,12,1,6
7097,35700000000286,12,1,25
7098,35700000000318,12,1,5
7099,35700000000324,11,4,226
7100,35700000000381,12,1,30
7101,35700000000470,12,1,5
7102,35700000000509,12,1,6
7103,35700000000782,9,2,31
7104,35700000000849,2,1,6
7105,35700000000871,9,1,510
7106,35700000000874,9,1,510
7107,35700000000884,11,3,684
7108,35700000000890,12,2,55
7109,35700000000893,10,1,510
7110,35700000000942,11,1,510
7111,35700000000946,7,1,510
7112,35700000000952,12,1,6
7113,35700000000959,10,2,104
7114,35700000000990,7,1,510
7115,35700000001024,8,1,6
7116,35700000001057,12,1,6
7117,35700000001094,7,1,510
7118,35700000001107,1,7,176
7119,35700000001129,7,18,1074
7120,35700000001147,8,2,31
7121,35700000001191,7,1,510
7122,35700000001192,5,1,510
7123,35700000001193,6,1,510
7124,35700000001204,7,1,510
7125,35700000001207,7,1,510
7126,35700000001575,12,1,510
7127,35700000001654,12,1,510
7128,35700000001776,11,1,510
7129,35700000001840,12,1,198
7130,35700000002106,12,1,6
7131,35700000002139,6,3,18
7132,35700000002241,7,1,6
7133,35700000002581,12,1,25
7134,35700000002684,6,5,660
7135,35700000003023,0,21,3156
7136,35700000003084,5,3,42
7137,35700000003180,5,5,122
7138,35700000003444,12,1,6
7139,35700000003618,12,1,5
7140,35700000003779,0,21,400
7141,35700000003810,12,1,510
7142,35700000003872,7,1,260
7143,35700000003888,12,1,6
7144,35700000003938,5,10,224
7145,35700000003945,0,16,2115
7146,35700000003949,8,3,37
7147,35700000003990,11,1,6
7148,35700000004140,11,1,6
7149,35700000004148,11,1,30
7150,35700000004188,2,7,394
7151,35700000004288,11,1,6
7152,35700000004508,9,1,6
7153,35700000004890,11,1,6
7154,35700000004971,11,1,510
7155,35700000005081,11,1,510
7156,35700000005099,9,1,6
7157,35700000005112,11,1,510
7158,35700000005119,10,1,510
7159,35700000005466,11,1,6
7160,35700000005514,8,3,61
7161,35700000005517,3,9,84
7162,35700000005665,1,12,120
7163,35700000006676,10,1,510
7164,35700000006777,10,1,6
7165,35700000007095,10,1,510
7166,35700000007261,0,13,176
7167,35700000007332,10,1,6
7168,35700000007408,9,1,510
7169,35700000007437,6,1,510
7170,35700000007443,8,1,510
7171,35700000008674,1,2,770
7172,35700000008709,8,1,6
7173,35700000008729,8,1,6
7174,35700000008763,1,2,36
7175,35700000008804,8,1,510
7176,35700000008849,8,1,6
7177,35700000008895,8,1,30
7178,35700000008905,6,1,6
7179,35700000009037,7,1,6
7180,35700000009210,8,1,6
7181,35700000009489,6,1,6
7182,35700000009491,8,2,12
7183,35700000009510,0,17,1050
7184,35700000009640,6,7,318
7185,35700000009934,7,1,6
7186,35700000009956,7,1,510
7187,35700000010248,7,1,510
7188,35700000010371,6,1,6
7189,35700000010427,7,1,510
7190,35700000010727,7,1,510
7191,35700000010761,6,1,510
7192,35700000010763,6,1,510
7193,35700000011139,6,1,510
7194,35700000011146,3,1,510
7195,35700000011182,6,1,6
7196,35700000011418,6,1,510
7197,35700000011593,5,1,6
7198,35700000011626,6,1,6
7199,35700000011764,5,1,510
7200,35700000011766,5,1,510
7201,35700000012059,4,1,510
7202,35700000012067,4,1,510
7203,35700000012166,0,1,510
7204,35700000012184,0,1,510
7205,35700000012191,0,1,510
7206,35800000000038,4,5,1018
7207,35800000000137,5,1,6
7208,35800000000190,0,7,2730
7209,35800000000217,5,1,6
7210,35800000000287,4,1,5
7211,35800000000364,4,2,12
7212,35800000000666,5,1,6
7213,35800000000674,5,1,6
7214,35800000000711,5,1,6
7215,35800000000791,5,4,944
7216,35800000000965,4,3,104
7217,35800000000988,1,6,214
7218,35800000001121,1,5,146
7219,35800000001324,5,1,6
7220,35800000001443,5,1,6
7221,35800000001462,5,1,6
7222,35800000001692,0,7,300
7223,35800000001748,4,1,6
7224,35800000001943,4,2,104
7225,35800000002571,3,2,18
7226,35800000003326,3,1,6
7227,35800000003524,2,2,31
7228,20200000001848,0,2,770
7229,20200000001947,5,3,1100
7230,20200000004082,16,1,5
7231,20200000005596,1,6,392
7232,20200000008529,19,9,54
7233,20200000012770,8,10,257
7234,20200000014383,15,1,6
7235,20200000015692,13,4,24
7236,20200000015779,28,2,266
7237,20200000018132,56,1,6
7238,20200000021919,56,3,110
7239,20200000022081,0,23,1571
7240,20200000022241,3,11,158
7241,20200000023329,17,5,28
7242,20200000023638,5,3,18
7243,20200000027172,26,3,775
7244,20200000029357,19,3,66
7245,20200000036420,19,1,6
7246,20200000038557,1,11,1414
7247,20200000041323,47,1,648
7248,20200000042636,8,17,2580
7249,20200000044370,19,1,6
7250,20200000059290,18,1,510
7251,20200000065263,28,2,653
7252,20200000066671,1,3,521
7253,20200000069026,12,1,510
7254,20200000070099,8,1,6
7255,20200000075455,19,3,210
7256,20200000082487,10,1,6
7257,20200000082685,11,1,6
7258,20200000094093,14,1,510
7259,20200000096158,14,1,510
7260,20200000112286,33,2,190
7261,20200000120210,14,5,30
7262,20200000131735,8,4,332
7263,20200000131848,0,1,510
7264,20200000146798,13,1,6
7265,20200000152048,15,1,6
7266,20200000152979,10,1,6
7267,20200000153657,0,2,770
7268,20200000154326,6,1,260
7269,20200000155009,8,1,260
7270,20200000155129,16,4,694
7271,20200000161013,39,6,244
7272,20200000162873,25,1,6
7273,20200000193796,37,10,4862
7274,20200000196871,18,1,510
7275,20200000207045,34,1,510
7276,20200000208220,8,1,510
7277,20200000209195,0,2,770
7278,20200000209528,6,1,510
7279,20200000209537,6,1,510
7280,20200000209555,0,2,770
7281,20200000209562,7,1,510
7282,20200000209590,10,1,510
7283,20200000209597,10,1,510
7284,20200000210131,28,1,6
7285,20200000210167,13,1,510
7286,20200000210622,18,1,510
7287,20200000210631,18,1,510
7288,20200000210633,2,2,770
7289,20200000211068,14,1,510
7290,20200000211573,16,1,510
7291,20200000217539,20,1,510
7292,20200000217559,24,1,510
7293,20200000217561,24,1,510
7294,20200000218062,20,1,510
7295,20200000218067,20,1,510
7296,20200000218179,22,1,510
7297,20200000218267,25,1,510
7298,20200000218269,25,1,510
7299,20200000218390,29,1,510
7300,20200000219353,30,1,510
7301,20200000219778,50,1,648
7302,20200000220055,60,1,98
7303,20200000220508,52,1,648
7304,20200000220514,53,1,648
7305,20200000220621,53,1,648
7306,20200000221094,54,1,648
7307,20200000221385,0,1,510
7308,20200000223072,38,1,510
7309,20200000223078,38,1,510
7310,20200000223081,33,1,510
7311,20200000223083,34,1,510
7312,20200000223162,18,1,510
7313,20200000223371,40,1,510
7314,20200000223560,49,6,398
7315,20200000224554,3,1,30
7316,20200000233531,6,2,36
7317,20200000240079,52,4,110
7318,20200000241517,35,1,6
7319,20200000242571,21,2,18
7320,20200000243107,15,2,36
7321,20200000243128,8,1,6
7322,20200000243677,5,1,30
7323,20200000244071,1,1,30
7324,20300000000006,5,2,516
7325,20300000000279,17,3,18
7326,20300000000573,1,1,260
7327,20300000004660,18,1,510
7328,20300000005050,1,4,24
7329,20300000010202,7,1,6
7330,20300000014347,13,1,6
7331,20300000018675,2,1,6
7332,20300000020064,2,11,126
7333,20300000021846,12,5,660
7334,20300000036043,32,3,134
7335,20300000038796,1,5,170
7336,20300000040234,6,1,6
7337,20300000068577,1,2,770
7338,20300000080618,12,1,510
7339,20300000080622,10,1,510
7340,20300000080635,2,2,770
7341,20300000080923,2,2,770
7342,20300000083557,47,1,648
7343,20300000083597,31,1,510
7344,20300000083645,50,1,648
7345,20300000084019,54,1,648
7346,20300000084109,29,1,510
7347,20300000084583,18,1,510
7348,20300000084586,54,1,648
7349,20300000085035,52,1,648
7350,20300000085051,44,1,648
7351,20300000085388,12,1,510
7352,20300000085526,20,1,510
7353,20300000085534,16,1,510
7354,20300000085535,16,1,510
7355,20300000085537,7,1,510
7356,20300000085667,47,1,648
7357,20300000085685,30,1,510
7358,20300000085752,7,1,510
7359,20300000086016,47,1,648
7360,20300000086508,18,1,510
7361,20300000086515,14,1,510
7362,20300000086537,18,1,510
7363,20400000001987,11,5,362
7364,20400000005000,43,1,6
7365,20400000009745,0,30,4978
7366,20400000026638,14,1,6
7367,20400000031187,1,36,1544
7368,20400000059124,15,1,510
7369,20400000059170,8,1,510
7370,20400000059205,0,1,510
7371,20500000003850,0,5,49
7372,20500000012320,2,12,2199
7373,20500000013748,0,1,510
7374,20500000030744,19,1,6
7375,20500000031129,30,1,6
7376,20500000033800,16,1,30
7377,20500000036107,9,2,12
7378,20500000078128,48,1,648
7379,20500000078130,50,1,648
7380,20500000078132,48,1,648
7381,20500000078166,52,1,648
7382,20500000078274,54,1,648
7383,20500000078334,19,1,510
7384,20500000078375,38,1,510
7385,20500000078376,18,1,510
7386,20500000078386,16,1,510
7387,20500000078391,35,1,510
7388,20500000078408,19,1,510
7389,20500000078453,19,1,510
7390,20500000078464,19,1,510
7391,20500000078465,19,1,510
7392,20500000078474,18,1,510
7393,20500000078510,16,1,510
7394,20500000079530,19,1,510
7395,20500000080005,19,1,510
7396,20500000080019,11,1,510
7397,20600000002637,19,1,198
7398,20600000007853,17,1,6
7399,20600000014843,11,1,6
7400,20600000045040,39,1,80
7401,20700000004273,0,1,160
7402,20700000005174,17,2,86
7403,20700000019175,0,75,7926
7404,20700000055373,11,1,510
7405,20700000056073,1,1,510
7406,20700000056102,11,1,510
7407,20700000056184,11,1,510
7408,20800000002361,19,2,123
7409,20800000005563,37,1,6
7410,20800000013593,3,9,1206
7411,20800000015003,17,1,510
7412,20800000017967,13,1,5
7413,20800000041577,10,1,510
7414,20800000041591,7,1,510
7415,20800000041668,4,1,510
7416,20900000005563,13,2,770
7417,20900000019269,4,5,1018
7418,21000000001076,20,5,1560
7419,21000000002450,18,1,510
7420,21000000015256,3,4,140
7421,21100000001212,18,2,358
7422,21100000001459,0,14,156
7423,21100000006816,16,1,510
7424,21100000011133,60,1,30
7425,21100000017691,11,1,6
7426,21100000017980,17,1,5
7427,21100000019962,25,1,6
7428,21100000059007,48,1,648
7429,21100000059009,46,1,648
7430,21100000059015,48,1,648
7431,21100000059021,52,1,648
7432,21100000059025,54,1,648
7433,21100000059032,52,1,648
7434,21100000059038,53,1,648
7435,21100000059066,54,1,648
7436,21100000059074,57,1,648
7437,21100000059099,49,1,648
7438,21100000059197,50,1,648
7439,21100000064146,18,1,510
7440,21100000076191,15,2,770
7441,21100000076378,4,1,510
7442,21100000076781,54,1,648
7443,21100000076782,54,1,648
7444,21100000076789,54,1,648
7445,21100000076792,54,1,648
7446,21100000076798,54,1,648
7447,21100000076834,43,1,648
7448,21100000079107,38,1,510
7449,21100000079110,38,1,510
7450,21100000079116,40,1,510
7451,21100000079201,37,1,510
7452,21100000080102,29,1,510
7453,21100000080128,19,1,510
7454,21100000080554,53,1,648
7455,21100000081521,34,1,510
7456,21100000081569,19,1,510
7457,21100000081576,19,1,510
7458,21100000081577,19,1,510
7459,21100000081586,19,1,510
7460,21100000082004,18,1,510
7461,21100000082036,16,1,510
7462,21100000082039,20,1,510
7463,21100000085008,45,2,36
7464,21100000087024,10,1,510
7465,21100000109023,43,1,6
7466,21100000109533,2,1,510
7467,21100000109548,20,1,510
7468,21100000109584,43,1,6
7469,21100000109586,28,3,358
7470,21100000111006,28,1,6
7471,21200000002657,13,1,80
7472,21200000002846,1,5,862
7473,21200000012306,34,1,510
7474,21200000014217,3,3,42
7475,21200000016535,8,19,1064
7476,21200000017175,19,2,770
7477,21200000035917,6,1,160
7478,21200000046328,1,14,2359
7479,21300000002925,16,2,36
7480,21300000005883,5,1,6
7481,21300000019394,16,1,6
7482,21300000028976,0,9,1740
7483,21300000050787,0,1,6
7484,21400000003784,37,3,240
7485,21400000003991,1,2,12
7486,21400000014607,0,39,479
7487,21400000015062,15,1,12
7488,21400000041999,58,1,98
7489,21400000061039,0,3,873
7490,21400000070527,9,1,510
7491,21400000070542,4,1,510
7492,21400000070552,15,1,510
7493,21400000070557,6,1,510
7494,21400000070564,15,1,510
7495,21400000070580,4,1,510
7496,21400000070581,15,1,510
7497,21400000071007,3,1,510
7498,21400000071017,3,1,510
7499,21400000071027,2,1,510
7500,21400000076044,0,1,510
7501,21400000076507,41,1,648
7502,21400000076509,44,1,648
7503,21400000077127,27,1,510
7504,21400000077549,53,1,648
7505,21500000005488,6,1,510
7506,21500000006648,11,1,6
7507,21500000016206,0,5,1600
7508,21500000019245,2,1,510
7509,21600000011216,5,12,1628
7510,21600000017069,11,7,672
7511,21600000031260,19,1,5
7512,21600000036352,40,1,6
7513,21600000037013,18,4,47
7514,21600000059179,18,1,6
7515,21600000059633,5,34,13300
7516,21600000060408,16,3,795
7517,21600000100557,41,4,54
7518,21600000111617,26,1,25
7519,21700000024983,11,2,12
7520,21700000050557,17,1,510
7521,21700000050577,0,1,510
7522,21700000050695,17,1,510
7523,21800000002210,40,2,36
7524,21800000020864,19,2,12
7525,21800000022770,7,1,510
7526,21800000036576,0,10,344
7527,21800000045226,44,3,66
7528,21800000045857,0,10,1226
7529,21900000010738,0,21,1645
7530,21900000017144,14,1,6
7531,21900000042094,24,1,510
7532,21900000042100,19,1,510
7533,21900000042112,18,1,510
7534,21900000042175,0,1,510
7535,21900000051061,53,2,976
7536,21900000058661,60,1,648
7537,21900000061506,37,1,510
7538,21900000074731,19,1,510
7539,21900000074750,12,1,510
7540,21900000074773,17,1,510
7541,21900000074779,17,1,510
7542,21900000074792,12,1,510
7543,21900000074837,14,1,510
7544,24000000004093,16,6,1308
7545,24000000016907,9,19,3648
7546,24000000020828,0,3,166
7547,24000000029553,51,1,6
7548,24000000047217,47,1,6
7549,24000000066306,57,1,6
7550,24000000094565,38,1,30
7551,24000000097545,18,15,182
7552,24000000101254,0,4,1204
7553,24000000104244,0,60,360
7554,24000000105141,52,1,6
7555,24000000108678,31,4,30
7556,24000000113561,0,62,420
7557,24000000119056,51,11,1806
7558,24000000125042,45,1,30
7559,24000000125099,2,25,1936
7560,24000000125531,22,20,6800
7561,24000000126066,28,2,18
7562,24000000126620,11,6,1308
7563,24000000127011,13,6,1308
7564,24000000127041,18,1,6
7565,24000000127043,18,6,1308
7566,24000000127124,15,6,1308
7567,24000000127169,13,6,1308
7568,24000000127611,5,6,1308
7569,24000000128105,0,6,1308
7570,24100000007377,2,13,1132
7571,24100000017895,19,5,1510
7572,24200000020963,50,3,1424
7573,24300000010066,1,5,30
7574,24300000013851,1,1,6
7575,24400000003360,19,6,180
7576,24400000023568,60,2,12
7577,24400000028756,0,59,1132
7578,24400000033656,16,2,204
7579,24400000033689,14,3,110
7580,24400000049027,21,15,114
7581,24400000095693,4,10,2306
7582,24400000111262,4,2,60
7583,24500000049115,7,2,36
7584,24600000002475,60,1,6
7585,24600000025551,5,19,2110
7586,24600000028647,9,2,12
7587,24700000005473,17,13,1950
7588,24800000059043,19,1,30
7589,24800000078697,2,25,6688
7590,24800000086531,58,1,6
7591,24900000009179,0,69,626
7592,25100000009975,0,66,1546
7593,25300000000074,1,14,276
7594,25300000041476,39,6,1210
7595,25300000053032,1,4,24
7596,25400000000012,0,64,1422
7597,25400000000016,0,43,2458
7598,25400000001071,52,1,6
7599,25500000003801,15,3,1326
7600,25500000004516,5,27,1686
7601,25800000002897,49,1,6
7602,25900000002564,46,22,1056
7603,26200000001452,18,2,12
7604,26700000000023,1,73,5502
7605,26800000000015,0,562,250246
7606,26800000002008,8,1,6
7607,27000000000044,32,1,30
7608,27000000000095,60,1,6
7609,27000000000144,44,3,42
7610,27000000000483,60,1,6
7611,27000000002164,30,18,362
7612,27000000002290,57,2,12
7613,27000000002679,49,4,48
7614,27100000000003,53,2,12
7615,27100000000015,0,34,2580
7616,27100000000053,52,16,786
7617,27100000000059,54,1,6
7618,27100000000415,50,2,12
7619,27100000000644,53,2,12
7620,27100000000713,52,1,6
7621,27100000000773,51,1,6
7622,27100000001009,52,1,6
7623,27100000001210,50,1,6
7624,27100000001377,50,1,30
7625,27100000001384,48,6,1000
7626,27100000001488,49,1,6
7627,27100000001739,48,1,30
7628,27100000001827,32,17,866
7629,27100000001855,40,2,12
7630,27100000002887,45,1,6
7631,27100000002942,44,1,6
7632,27100000003321,42,1,6
7633,27100000003358,26,1,6
7634,27200000000014,34,5,30
7635,27200000000017,36,8,244
7636,27200000000096,40,1,648
7637,27200000000135,40,1,6
7638,27200000000290,40,1,6
7639,27200000000628,32,5,856
7640,27200000001028,35,1,6
7641,27200000001181,17,4,36
7642,27200000001617,32,1,6
7643,27200000001622,32,1,30
7644,27200000002199,1,5,146
7645,27200000002256,26,3,326
7646,27200000002463,28,1,6
7647,27300000000012,24,9,2490
7648,27300000000110,26,1,30
7649,27300000000153,26,1,6
7650,27300000000160,26,1,30
7651,27300000000273,26,8,72
7652,27300000000300,11,4,48
7653,27300000000443,23,1,6
7654,27300000000515,20,11,464
7655,27300000000600,25,17,2644
7656,27300000000631,25,1,6
7657,27300000000839,24,1,6
7658,27400000000044,0,48,18378
7659,27400000000106,19,1,30
7660,27400000000142,19,1,6
7661,27400000000286,19,1,6
7662,27400000000415,18,1,6
7663,27400000000460,18,1,6
7664,27400000000494,18,1,6
7665,27400000000503,0,90,6704
7666,27400000000787,17,1,6
7667,27400000001117,15,2,18
7668,27400000001181,2,1,98
7669,27400000001221,15,1,6
7670,27400000001277,14,1,6
7671,27400000001281,14,1,6
7672,27500000000020,12,1,30
7673,27500000000054,0,30,5920
7674,27500000000059,3,3,134
7675,27500000000116,12,1,6
7676,27500000000155,11,1,30
7677,27500000000159,8,2,1296
7678,27500000000162,12,1,30
7679,27500000000257,8,3,364
7680,27500000000352,12,1,6
7681,27500000000430,12,1,6
7682,27500000000451,8,1,6
7683,27500000000505,11,1,6
7684,27500000000529,10,2,36
7685,27500000000702,10,1,6
7686,27500000000730,0,12,594
7687,27500000000920,9,2,12
7688,27500000001054,0,16,3362
7689,27500000001098,9,1,6
7690,27500000001120,9,1,6
7691,27500000001152,8,1,6
7692,27500000001291,0,11,288
7693,27500000001302,0,4,86
7694,27500000001326,5,1,6
7695,27500000001652,6,1,6
7696,27600000000003,4,40,8110
7697,27600000000074,5,1,198
7698,27600000000075,3,5,30
7699,27600000000167,4,4,54
7700,27600000000248,4,1,6
7701,27600000000461,1,1,68
7702,27600000000679,2,1,6
7703,27600000000798,0,1,6
7704,30900000001400,3,4,48
7705,30900000003447,24,2,12
7706,30900000019916,10,1,6
7707,31000000007025,1,1,6
7708,31000000021524,38,3,140
7709,31000000022318,28,5,30
7710,31100000005319,33,1,510
7711,31100000008965,15,22,17202
7712,31100000018518,0,6,84
7713,31200000039046,51,2,12
7714,31300000017254,5,3,110
7715,31300000019787,7,1,6
7716,31400000048936,1,2,12
7717,31500000012095,6,1,6
7718,31600000015471,2,16,120
7719,31800000005390,18,1,6
7720,31800000016333,0,5,203
7721,31800000050146,1,1,6
7722,31800000062726,19,3,18
7723,31800000115774,2,26,15840
7724,31800000171849,60,2,12
7725,31800000212636,0,20,404
7726,31800000220528,18,1,510
7727,31800000220550,14,1,510
7728,31800000220565,13,1,510
7729,31800000236748,51,1,648
7730,31800000236762,38,1,510
7731,31800000236763,50,1,648
7732,31800000236822,30,1,510
7733,31800000236882,25,1,510
7734,31800000236985,20,1,510
7735,31800000237007,5,1,510
7736,31800000237025,32,1,510
7737,31800000237028,34,1,510
7738,31800000237042,20,1,510
7739,31800000237045,33,1,510
7740,31900000013109,34,1,510
7741,31900000158140,0,1,6
7742,32000000002341,0,2,204
7743,32000000005285,8,1,198
7744,32000000019087,35,1,5
7745,32000000035173,58,1,6
7746,32100000029063,58,1,6
7747,32100000035198,5,3,18
7748,32200000003247,14,1,6
7749,32200000029971,4,2,12
7750,32200000078492,5,1,30
7751,32300000232020,41,1,648
7752,32400000001179,40,1,510
7753,32400000013899,0,5,36
7754,32400000031143,11,1,6
7755,32900000000329,49,1,6
7756,32900000001898,56,1,6
7757,32900000008751,11,2,18
7758,32900000040693,0,61,366
7759,33000000014850,60,1,30
7760,33000000073078,22,1,510
7761,33000000073086,30,1,510
7762,33000000073121,21,1,510
7763,33000000073146,21,1,510
7764,33000000073159,38,1,510
7765,33000000073586,49,1,648
7766,33100000020575,19,1,510
7767,33100000020583,19,1,510
7768,33100000020613,13,1,510
7769,33100000020614,13,1,510
7770,33100000020645,16,1,510
7771,33100000020651,16,1,510
7772,33100000020658,16,1,510
7773,33100000020659,14,1,510
7774,33100000020663,15,1,510
7775,33200000003670,19,3,1280
7776,33200000007804,7,1,6
7777,33200000015885,9,1,510
7778,33200000015890,13,1,510
7779,33200000015919,6,1,510
7780,33200000015921,13,1,510
7781,33200000015922,9,1,510
7782,33200000015923,9,1,510
7783,33200000015938,9,1,510
7784,33300000000135,1,3,18
7785,33300000011959,54,1,6
7786,33400000000756,11,1,25
7787,33500000000635,6,1,510
7788,33500000000706,1,5,960
7789,33500000003093,6,2,515
7790,33500000004653,30,3,483
7791,33500000006243,1,6,416
7792,33500000031862,7,1,6
7793,33500000048037,5,1,510
7794,33500000048525,5,1,510
7795,33500000048526,5,1,510
7796,33500000048535,5,1,510
7797,33600000001752,18,1,6
7798,33700000007420,4,5,1058
7799,33700000011761,26,1,6
7800,33700000018955,56,1,648
7801,33800000000479,25,1,510
7802,33800000001811,38,2,770
7803,33800000005566,3,7,1054
7804,33900000006211,2,1,510
7805,34100000034508,54,1,648
7806,34100000034527,52,1,648
7807,34100000034534,52,1,648
7808,34100000034543,51,1,648
7809,34200000007054,10,6,1324
7810,34300000000588,55,1,98
7811,34300000024578,17,2,516
7812,34300000031504,59,1,328
7813,34400000000147,5,34,988
7814,34500000000180,51,1,30
7815,34500000003540,17,7,66
7816,34500000010873,0,2,204
7817,34500000023523,53,1,648
7818,34500000023547,50,1,648
7819,34500000023568,49,1,648
7820,34500000023577,48,1,648
7821,34500000023583,47,1,648
7822,34500000023591,47,1,648
7823,34500000024012,46,1,648
7824,34500000024025,45,1,648
7825,34500000025503,33,1,510
7826,34500000026769,24,1,510
7827,34500000027006,20,1,510
7828,34500000028159,16,1,510
7829,34500000028178,15,1,6
7830,34700000012052,53,1,30
7831,34900000000014,1,36,5307
7832,34900000006333,60,1,68
7833,34900000006529,60,1,30
7834,34900000011515,57,1,648
7835,35000000000361,37,1,510
7836,35000000000648,53,1,328
7837,35000000001651,40,1,648
7838,35000000001672,40,1,648
7839,35000000009039,49,1,648
7840,35000000009044,49,1,648
7841,35100000000112,2,4,43
7842,35100000000126,54,1,648
7843,35100000001298,2,14,1319
7844,35100000002261,34,1,510
7845,35100000002438,4,3,61
7846,35100000002452,33,1,510
7847,35100000002631,19,2,908
7848,35100000003952,2,1,510
7849,35100000006364,54,1,648
7850,35100000007523,13,4,240
7851,35100000009322,58,1,648
7852,35100000009351,57,1,648
7853,35100000010841,40,2,12
7854,35200000000022,6,43,2500
7855,35200000000031,4,148,57034
7856,35200000000068,47,2,36
7857,35200000000105,43,4,24
7858,35200000001133,54,1,6
7859,35200000001415,32,9,1648
7860,35200000001954,54,5,684
7861,35200000002296,41,2,98
7862,35200000005771,60,1,6
7863,35200000006574,53,9,1332
7864,35200000006606,37,2,12
7865,35200000006700,58,1,6
7866,35200000006702,58,1,6
7867,35200000006716,58,1,6
7868,35200000006789,0,36,5443
7869,35200000006918,56,4,216
7870,35200000007683,56,1,6
7871,35200000007781,54,1,6
7872,35200000007885,55,1,6
7873,35200000009038,35,2,908
7874,35200000009524,36,1,510
7875,35200000009535,34,1,510
7876,35200000010001,33,1,510
7877,35200000010033,27,1,510
7878,35200000010510,16,1,510
7879,35200000010515,16,1,510
7880,35200000010545,19,1,510
7881,35200000011003,18,1,510
7882,35200000011008,18,1,510
7883,35200000011021,17,1,510
7884,35200000011030,16,1,510
7885,35200000011038,15,1,510
7886,35200000011043,15,1,510
7887,35200000011066,12,1,510
7888,35200000011506,11,1,510
7889,35200000011519,11,1,510
7890,35200000011565,5,1,510
7891,35300000000005,47,18,7588
7892,35300000000019,53,3,24
7893,35300000000041,54,1,6
7894,35300000000069,47,5,856
7895,35300000000092,44,3,110
7896,35300000000159,4,12,4772
7897,35300000000187,54,2,12
7898,35300000000264,54,1,6
7899,35300000000302,12,8,280
7900,35300000000311,54,2,36
7901,35300000000313,54,1,6
7902,35300000000498,52,5,300
7903,35300000000499,54,1,6
7904,35300000000708,52,1,6
7905,35300000001240,34,20,120
7906,35300000001305,6,2,908
7907,35300000001709,34,2,12
7908,35300000001946,52,4,48
7909,35300000002063,41,27,3760
7910,35300000002922,53,1,6
