#,role_id,recency,frequency,monetary
3295,21200000020028,1,7,885
3296,21200000028389,0,3,18
3297,21200000039038,47,1,6
3298,21200000042032,7,10,326
3299,21200000066512,14,1,5
3300,21300000003234,0,1,6
3301,21300000007979,8,9,54
3302,21300000008024,27,1,6
3303,21300000010546,36,1,6
3304,21300000011633,1,3,42
3305,21300000035894,34,1,6
3306,21300000045345,0,74,3275
3307,21300000063018,17,1,25
3308,21400000001314,55,3,18
3309,21400000013604,13,1,510
3310,21400000017690,18,2,590
3311,21400000070511,9,1,510
3312,21400000070513,12,1,510
3313,21400000070520,12,1,510
3314,21400000070547,7,1,510
3315,21400000070577,4,1,510
3316,21400000071020,2,1,510
3317,21400000071039,2,1,510
3318,21400000076021,12,1,510
3319,21400000076068,18,1,510
3320,21400000078572,27,1,510
3321,21500000008603,12,1,30
3322,21500000012119,37,2,60
3323,21500000027678,38,1,6
3324,21600000000440,18,1,6
3325,21600000006239,40,1,648
3326,21600000024753,13,1,6
3327,21600000025930,26,1,5
3328,21600000029910,33,5,338
3329,21600000047189,12,2,908
3330,21600000059940,50,1,648
3331,21600000060724,45,1,6
3332,21600000070811,9,10,1702
3333,21600000080806,0,2,1158
3334,21600000111615,19,2,36
3335,21700000015856,18,1,6
3336,21700000020850,23,5,30
3337,21700000050063,16,1,510
3338,21700000050680,17,1,510
3339,21700000050767,1,1,510
3340,21800000000685,6,1,6
3341,21800000008304,17,1,510
3342,21800000018224,27,18,1632
3343,21800000028669,26,1,5
3344,21800000039660,53,1,6
3345,21800000063947,2,17,1744
3346,21900000042110,19,1,510
3347,21900000042148,6,1,510
3348,21900000052654,37,1,510
3349,21900000061508,34,1,510
3350,21900000068048,32,1,510
3351,21900000073181,0,1,510
3352,21900000074699,19,1,510
3353,21900000074701,19,1,510
3354,21900000074760,17,1,510
3355,21900000074799,17,1,510
3356,21900000074818,10,1,510
3357,22000000012356,4,1,5
3358,24000000000541,40,4,24
3359,24000000002188,3,2,36
3360,24000000006846,13,1,6
3361,24000000011056,20,1,6
3362,24000000016007,2,3,42
3363,24000000029668,5,3,134
3364,24000000040640,12,7,186
3365,24000000052521,1,6,156
3366,24000000063448,3,1,6
3367,24000000072643,26,1,6
3368,24000000075351,10,1,30
3369,24000000082504,26,1,6
3370,24000000083035,4,5,194
3371,24000000098877,0,62,580
3372,24000000104096,11,1,6
3373,24000000104880,10,1,6
3374,24000000108746,22,1,6
3375,24000000113533,0,63,654
3376,24000000114061,0,62,420
3377,24000000120593,2,1,6
3378,24000000125553,11,13,180
3379,24000000126571,0,4,86
3380,24000000126609,18,5,660
3381,24000000127012,6,12,1484
3382,24000000127023,18,6,1308
3383,24000000127070,15,6,1308
3384,24000000127578,9,1,6
3385,24000000127580,8,6,1308
3386,24000000127685,6,6,1308
3387,24000000128016,4,1,30
3388,24100000015483,52,7,1506
3389,24100000016598,11,1,6
3390,24100000037038,1,10,2962
3391,24100000044051,4,5,54
3392,24200000009231,12,1,6
3393,24300000012963,36,1,648
3394,24300000021869,10,17,328
3395,24400000009920,30,1,6
3396,24400000032947,42,1,6
3397,24400000039735,18,1,6
3398,24400000042633,42,1,6
3399,24400000050823,18,1,6
3400,24400000058351,0,68,2458
3401,24400000067550,2,56,4864
3402,24400000093123,15,4,24
3403,24400000111517,49,2,42
3404,24500000000431,60,1,6
3405,24500000002629,0,28,480
3406,24500000035774,4,2,12
3407,24600000012436,49,1,6
3408,24800000002566,24,1,6
3409,24800000025772,0,10,176
3410,24800000040728,13,4,96
3411,24800000071601,1,7,66
3412,24800000081258,23,18,1378
3413,24900000013173,3,15,1552
3414,25200000000031,5,1,6
3415,25300000004294,17,7,330
3416,25300000012672,7,3,18
3417,25300000014314,0,55,12804
3418,25300000062067,15,1,6
3419,25400000026087,18,6,176
3420,25500000016923,21,1,6
3421,25500000020610,5,1,30
3422,25600000000134,0,188,28484
3423,25600000005264,14,1,6
3424,25600000006338,0,225,59986
3425,25800000000080,6,2,60
3426,25800000000101,5,15,578
3427,26000000000017,47,1,6
3428,26300000000058,13,3,18
3429,26300000000917,0,109,17718
3430,26500000000084,7,9,1184
3431,26600000000083,49,1,6
3432,26700000001544,48,5,54
3433,26700000001835,44,3,104
3434,26700000004003,2,3,54
3435,26700000005011,49,1,6
3436,26800000000007,0,135,15274
3437,26800000000291,5,20,2430
3438,26800000000383,5,10,200
3439,26900000000005,11,5,164
3440,26900000000051,53,5,1828
3441,26900000000663,3,2,12
3442,26900000001045,33,20,1854
3443,26900000002058,52,1,30
3444,27000000000009,0,59,946
3445,27000000000016,33,60,6938
3446,27000000000117,0,261,86394
3447,27000000000346,49,1,6
3448,27000000001394,60,1,30
3449,27000000001665,60,1,648
3450,27000000001828,58,15,1384
3451,27000000002465,6,4,72
3452,27000000003518,35,1,6
3453,27000000003519,34,1,6
3454,27100000000014,14,86,2258
3455,27100000000040,38,22,3412
3456,27100000000314,54,1,6
3457,27100000000394,54,1,30
3458,27100000000410,54,1,6
3459,27100000000601,53,1,6
3460,27100000000639,53,1,6
3461,27100000000808,53,1,6
3462,27100000000930,52,1,6
3463,27100000001232,51,2,12
3464,27100000001790,39,2,12
3465,27100000001852,42,8,102
3466,27100000001914,47,1,6
3467,27100000002009,40,2,128
3468,27100000002569,47,1,6
3469,27100000002975,44,1,6
3470,27100000003118,43,10,1600
3471,27100000003176,2,14,1712
3472,27100000003511,39,1,6
3473,27200000000015,27,23,1598
3474,27200000000045,40,1,30
3475,27200000000092,36,4,666
3476,27200000000141,36,8,678
3477,27200000000212,40,1,6
3478,27200000000378,40,1,6
3479,27200000000530,39,1,6
3480,27200000000540,31,15,472
3481,27200000001026,35,1,6
3482,27200000002391,27,2,128
3483,27200000002431,28,1,6
3484,27300000000030,26,1,328
3485,27300000000032,26,1,6
3486,27300000000047,26,1,6
3487,27300000000147,0,177,32854
3488,27300000000283,25,1,6
3489,27300000000316,26,1,6
3490,27300000000346,24,1,6
3491,27300000000348,26,1,6
3492,27300000000437,22,2,128
3493,27300000000450,4,3,66
3494,27300000000484,9,1,6
3495,27300000000754,24,1,6
3496,27300000000757,24,1,6
3497,27300000000915,24,1,6
3498,27300000000919,24,1,6
3499,27300000000985,22,1,6
3500,27300000001002,23,1,6
3501,27300000001007,23,1,6
3502,27300000001116,4,17,560
3503,27300000001150,21,4,654
3504,27300000001153,22,1,6
3505,27400000000021,0,27,998
3506,27400000000027,19,1,6
3507,27400000000032,11,9,758
3508,27400000000069,13,13,896
3509,27400000000082,19,1,12
3510,27400000000094,13,6,412
3511,27400000000107,17,4,48
3512,27400000000176,16,4,164
3513,27400000000186,12,1,6
3514,27400000000275,17,1,6
3515,27400000000278,0,236,86824
3516,27400000000890,5,45,4000
3517,27400000001049,15,1,6
3518,27400000001501,13,1,30
3519,27400000001524,13,1,6
3520,27400000002503,5,4,30
3521,27500000000012,12,9,1344
3522,27500000000028,12,2,266
3523,27500000000029,12,1,6
3524,27500000000046,11,2,228
3525,27500000000049,0,4,164
3526,27500000000053,12,2,36
3527,27500000000324,12,12,1206
3528,27500000000355,12,1,6
3529,27500000000368,12,1,68
3530,27500000000377,4,9,696
3531,27500000000389,12,1,6
3532,27500000000692,0,90,19288
3533,27500000000913,10,1,6
3534,27500000000915,5,5,426
3535,27500000000916,10,2,18
3536,27500000001014,8,2,36
3537,27500000001043,8,1,30
3538,27500000001080,5,6,238
3539,27500000001176,9,1,6
3540,27500000001241,8,2,42
3541,27500000001362,7,1,6
3542,27500000001378,7,1,12
3543,27500000001404,7,1,6
3544,27500000001502,7,1,6
3545,27500000001583,6,1,6
3546,27500000001641,1,8,448
3547,27600000000200,1,10,466
3548,27600000000238,5,1,6
3549,27600000000536,0,5,400
3550,27600000000765,0,2,36
3551,30900000013794,0,17,218
3552,31000000034565,10,2,36
3553,31000000048567,15,3,303
3554,31000000053579,28,1,5
3555,31100000042554,5,4,43
3556,31100000059631,17,1,6
3557,31200000019241,28,3,930
3558,31300000023549,9,1,6
3559,31400000033830,41,1,6
3560,31400000038632,6,1,6
3561,31500000002088,28,1,6
3562,31500000003024,9,1,6
3563,31600000012927,14,2,358
3564,31600000033990,0,4,302
3565,31700000029933,18,1,6
3566,31800000010647,34,1,6
3567,31800000061450,10,1,160
3568,31800000137049,17,1,6
3569,31800000137879,15,1,6
3570,31800000171694,17,2,420
3571,31800000187380,2,18,1035
3572,31800000204312,29,1,6
3573,31800000220555,18,1,510
3574,31800000236753,38,1,510
3575,31800000236755,55,1,648
3576,31800000236801,45,1,648
3577,31800000236838,55,1,648
3578,31800000236875,50,1,648
3579,31800000236923,39,1,510
3580,31800000236972,20,1,510
3581,31800000237029,33,1,510
3582,31800000237035,55,1,648
3583,31800000237064,34,1,510
3584,31800000237069,28,1,510
3585,31900000037564,0,4,1090
3586,31900000084177,7,1,6
3587,31900000129475,53,1,6
3588,31900000158216,5,2,12
3589,32000000001723,58,1,6
3590,32000000003269,58,1,6
3591,32000000082690,16,2,42
3592,32000000084392,16,1,6
3593,32100000000650,58,1,6
3594,32100000000839,55,1,6
3595,32100000016578,13,6,60
3596,32100000031459,58,1,6
3597,32200000015091,0,2,128
3598,32300000000834,14,1,6
3599,32300000036328,27,1,6
3600,32400000038944,13,4,30
3601,32400000078747,59,1,6
3602,32500000017871,58,1,6
3603,32500000104023,20,1,260
3604,32600000017013,58,1,6
3605,32600000048051,39,1,510
3606,32800000032709,60,1,6
3607,32800000104796,5,1,510
3608,32900000000846,19,2,12
3609,32900000001318,47,1,6
3610,32900000016704,18,1,6
3611,32900000022189,10,1,6
3612,32900000056117,16,1,5
3613,32900000085765,0,4,72
3614,32900000136050,59,1,6
3615,32900000155002,7,1,260
3616,32900000155011,33,2,104
3617,33000000073028,22,1,510
3618,33000000073045,1,2,770
3619,33000000073048,34,1,510
3620,33000000073059,38,1,510
3621,33000000073077,33,1,510
3622,33000000073102,37,1,510
3623,33000000073130,21,1,510
3624,33000000073191,34,1,510
3625,33000000073194,1,2,770
3626,33000000073543,47,1,648
3627,33000000073579,60,1,648
3628,33000000073622,54,1,648
3629,33000000073653,50,1,648
3630,33100000000127,14,1,6
3631,33100000020586,17,1,510
3632,33100000020594,17,1,510
3633,33100000020603,13,1,510
3634,33100000020604,13,1,510
3635,33100000020606,13,1,510
3636,33100000020610,17,1,510
3637,33100000020617,13,1,510
3638,33100000020619,13,1,510
3639,33200000003480,15,1,6
3640,33200000015870,13,1,510
3641,33200000015898,13,1,510
3642,33200000015918,9,1,510
3643,33200000015934,5,1,510
3644,33200000015951,13,1,510
3645,33500000000703,13,3,61
3646,33500000001026,18,1,6
3647,33500000001140,46,5,30
3648,33500000001494,16,2,36
3649,33500000005328,6,1,510
3650,33500000006895,8,1,30
3651,33500000048508,5,1,510
3652,33500000048524,5,1,510
3653,33500000048527,5,1,510
3654,33500000048539,5,1,510
3655,33600000011596,40,1,6
3656,33700000010844,10,9,150
3657,33700000010874,47,1,6
3658,33700000043648,4,1,510
3659,33700000043672,5,1,510
3660,33700000043710,4,1,510
3661,33800000000010,0,27,3534
3662,33800000001968,17,2,770
3663,34100000032002,59,1,198
3664,34100000034514,53,1,648
3665,34100000034529,52,1,648
3666,34400000000086,4,9,1715
3667,34400000001967,5,13,1851
3668,34400000003078,52,3,18
3669,34400000003167,59,1,98
3670,34400000004977,18,2,30
3671,34500000000870,15,3,134
3672,34500000007207,60,2,12
3673,34500000022559,54,1,328
3674,34500000023013,60,1,648
3675,34500000023558,49,1,648
3676,34500000023582,47,1,648
3677,34500000023597,47,1,648
3678,34500000024051,41,1,648
3679,34500000025652,32,1,510
3680,34500000025971,27,1,510
3681,34500000028168,16,1,510
3682,34500000028191,13,1,510
3683,34600000000038,3,15,460
3684,34800000000056,5,2,31
3685,34800000001689,40,4,208
3686,34800000011154,6,26,4286
3687,34900000000708,7,15,865
3688,34900000001808,2,11,504
3689,34900000012525,44,1,648
3690,34900000012549,40,1,648
3691,35000000000233,41,2,976
3692,35000000000589,37,1,510
3693,35000000001536,2,29,766
3694,35000000001622,40,1,510
3695,35000000002157,46,1,648
3696,35000000002158,46,1,648
3697,35000000009032,50,1,648
3698,35000000009502,47,1,648
3699,35100000000386,18,1,510
3700,35100000000583,8,1,6
3701,35100000000755,47,3,42
3702,35100000002449,33,1,510
3703,35100000002593,6,2,908
3704,35100000003143,8,6,59
3705,35100000004763,50,1,648
3706,35100000007319,33,1,510
3707,35100000008559,57,1,6
3708,35100000010078,54,1,648
3709,35100000011233,41,1,648
3710,35200000000058,0,47,25722
3711,35200000000175,53,1,648
3712,35200000001323,38,1,30
3713,35200000001863,58,2,296
3714,35200000005796,60,1,6
3715,35200000005987,57,1,6
3716,35200000006667,58,1,6
3717,35200000006718,14,9,670
3718,35200000007259,57,1,30
3719,35200000007536,56,1,6
3720,35200000007842,55,1,6
3721,35200000008290,54,1,6
3722,35200000009007,46,1,6
3723,35200000009023,44,1,648
3724,35200000009029,41,1,648
3725,35200000009501,40,1,648
3726,35200000009503,34,2,908
3727,35200000009507,40,1,510
3728,35200000009515,33,2,770
3729,35200000009521,37,1,510
3730,35200000009527,35,1,510
3731,35200000009540,33,1,510
3732,35200000010021,29,1,510
3733,35200000010030,27,1,510
3734,35200000010501,26,1,510
3735,35200000010503,24,1,510
3736,35200000010513,16,1,510
3737,35200000010514,16,1,510
3738,35200000010549,19,1,510
3739,35200000011002,18,1,510
3740,35200000011006,18,1,510
3741,35200000011007,18,1,510
3742,35200000011047,15,1,510
3743,35200000011055,12,1,510
3744,35200000011058,12,1,510
3745,35200000011062,12,1,510
3746,35200000011529,11,1,510
3747,35200000011562,5,1,510
3748,35200000011566,5,1,510
3749,35200000011576,7,1,510
3750,35200000011582,7,1,510
3751,35200000012007,4,1,510
3752,35300000000007,52,18,272
3753,35300000000061,41,14,556
3754,35300000000062,54,1,6
3755,35300000000071,54,1,6
3756,35300000000084,54,1,6
3757,35300000000091,5,43,1922
3758,35300000000102,54,1,6
3759,35300000000104,54,1,30
3760,35300000000359,47,3,134
3761,35300000000650,54,1,6
3762,35300000000890,54,1,6
3763,35300000001611,53,1,6
3764,35300000002100,47,5,950
3765,35300000002981,53,1,6
3766,35300000003024,53,1,648
3767,35300000003106,50,1,30
3768,35300000003768,52,1,6
3769,35300000003812,52,1,6
3770,35300000005297,49,1,30
3771,35300000005349,49,1,6
3772,35300000005682,40,1,6
3773,35300000005971,11,31,943
3774,35300000006433,30,2,18
3775,35300000006467,47,1,6
3776,35300000007128,46,1,648
3777,35300000007129,46,1,648
3778,35300000007130,46,1,648
3779,35300000007186,46,1,648
3780,35300000007413,45,1,30
3781,35300000007688,45,1,648
3782,35300000007752,45,2,36
3783,35300000008173,44,1,6
3784,35300000008224,40,1,6
3785,35300000008454,43,4,152
3786,35300000008752,42,1,6
3787,35300000008868,12,3,42
3788,35300000009502,40,1,30
3789,35300000009573,38,1,510
3790,35300000009574,38,1,510
3791,35300000010007,33,1,510
3792,35300000011026,17,1,510
3793,35300000011040,14,1,510
3794,35400000000004,32,3,191
3795,35400000000011,40,2,746
3796,35400000000012,0,25,1282
3797,35400000000025,40,1,6
3798,35400000000034,37,3,134
3799,35400000000059,40,1,6
3800,35400000000104,18,56,7827
3801,35400000000157,27,8,252
3802,35400000000175,40,1,6
3803,35400000000181,39,3,1106
3804,35400000000199,38,4,24
3805,35400000000253,39,1,30
3806,35400000000458,40,1,6
3807,35400000000516,38,3,42
3808,35400000000903,38,1,6
3809,35400000001143,40,1,6
3810,35400000001317,6,1,510
3811,35400000001549,39,3,134
3812,35400000001558,40,1,6
3813,35400000001797,39,2,36
3814,35400000002096,39,1,6
3815,35400000002570,37,2,190
3816,35400000002757,38,1,510
3817,35400000002880,35,1,6
3818,35400000003388,18,3,18
3819,35400000003986,29,26,1184
3820,35400000004220,34,1,6
3821,35400000004272,35,3,48
3822,35400000004485,28,1,6
3823,35400000004679,13,1,6
3824,35400000004806,34,1,510
3825,35400000005027,34,1,510
3826,35400000005530,31,7,96
3827,35400000005973,32,1,6
3828,35400000005976,32,1,5
3829,35400000006108,32,1,6
3830,35400000006188,32,2,36
3831,35400000008546,24,2,42
3832,35500000000095,26,1,30
3833,35500000000103,26,1,6
3834,35500000000172,25,3,36
3835,35500000000367,24,2,36
3836,35500000000375,26,1,6
3837,35500000000417,0,48,462
3838,35500000000446,26,1,6
3839,35500000000615,0,7,114
3840,35500000000675,26,1,6
3841,35500000000708,26,1,6
3842,35500000000769,14,13,2711
3843,35500000000893,26,1,6
3844,35500000000955,26,1,6
3845,35500000001094,25,2,31
3846,35500000001100,26,1,6
3847,35500000001409,26,1,6
3848,35500000001667,26,1,6
3849,35500000001739,25,1,6
3850,35500000002294,24,2,36
3851,35500000002612,23,2,12
3852,35500000002822,24,1,6
3853,35500000003841,22,1,6
3854,35500000004027,22,1,6
3855,35500000004336,5,4,214
3856,35500000004456,15,1,510
3857,35500000004618,21,1,510
3858,35500000005176,19,1,6
3859,35500000005557,0,53,9146
3860,35500000005599,15,1,510
3861,35500000006001,12,1,510
3862,35500000006013,10,1,510
3863,35500000006014,10,1,510
3864,35600000000004,4,5,54
3865,35600000000014,19,1,6
3866,35600000000033,19,6,55
3867,35600000000039,12,18,2388
3868,35600000000050,9,17,304
3869,35600000000071,11,10,2592
3870,35600000000095,13,11,1273
3871,35600000000112,17,2,98
3872,35600000000144,19,1,6
3873,35600000000182,17,6,1082
3874,35600000000236,13,2,12
3875,35600000000252,19,1,30
3876,35600000000256,13,13,496
3877,35600000000348,18,3,134
3878,35600000000362,18,2,420
3879,35600000000384,13,4,48
3880,35600000000385,18,2,50
3881,35600000000432,19,1,6
3882,35600000000445,19,1,6
3883,35600000000465,18,1,6
3884,35600000000621,5,3,24
3885,35600000000902,16,5,30
3886,35600000001295,19,1,5
3887,35600000001316,19,1,6
3888,35600000001799,14,1,328
3889,35600000002011,10,3,66
3890,35600000002307,19,1,6
3891,35600000002533,19,1,6
3892,35600000002707,18,5,2066
3893,35600000002765,18,1,6
3894,35600000003123,7,2,770
3895,35600000003127,17,1,6
3896,35600000003146,18,1,30
3897,35600000003166,18,1,160
3898,35600000003295,17,4,48
3899,35600000003396,18,1,6
3900,35600000003409,6,2,770
3901,35600000003861,18,1,6
3902,35600000003870,18,1,6
3903,35600000003915,14,3,134
3904,35600000003919,18,1,510
3905,35600000003941,14,2,31
3906,35600000004119,15,1,6
3907,35600000004127,18,1,510
3908,35600000004139,17,2,36
3909,35600000004155,18,1,6
3910,35600000004636,17,1,510
3911,35600000004792,16,2,12
3912,35600000005063,16,2,12
3913,35600000005177,17,1,6
3914,35600000005455,16,1,6
3915,35600000005467,13,3,80
3916,35600000005643,16,5,492
3917,35600000005794,16,1,6
3918,35600000005831,16,1,6
3919,35600000005847,16,1,510
3920,35600000006002,16,1,510
3921,35600000006325,16,1,510
3922,35600000006750,15,2,770
3923,35600000006759,16,1,510
3924,35600000006941,15,1,6
3925,35600000007265,7,9,422
3926,35600000007414,4,1,6
3927,35600000007586,0,2,36
3928,35600000007633,14,2,348
3929,35600000007645,14,1,510
3930,35600000007695,14,1,510
3931,35600000007762,13,1,6
3932,35600000007766,14,1,30
3933,35600000007806,14,1,510
3934,35600000007886,13,6,350
3935,35600000008450,13,1,6
3936,35600000008852,10,1,6
3937,35600000008978,7,2,770
3938,35600000009173,13,1,510
3939,35600000009236,13,1,30
3940,35600000009282,13,1,510
3941,35600000009445,12,1,6
3942,35600000009638,1,1,510
3943,35600000009656,1,1,510
3944,35600000009771,6,2,12
3945,35600000009778,8,1,510
3946,35600000009831,6,1,510
3947,35600000009861,6,1,510
3948,35600000009888,6,1,510
3949,35600000010050,2,1,510
3950,35600000010070,1,1,510
3951,35600000010076,1,1,510
3952,35600000010087,1,1,510
3953,35600000010093,1,1,510
3954,35600000010106,1,1,510
3955,35600000010108,1,1,510
3956,35600000010110,1,1,510
3957,35600000010138,0,1,510
3958,35700000000007,11,2,12
3959,35700000000011,7,9,1114
3960,35700000000026,5,4,122
3961,35700000000028,0,33,2718
3962,35700000000060,4,11,1143
3963,35700000000069,12,2,36
3964,35700000000082,0,43,6192
3965,35700000000149,12,1,6
3966,35700000000165,11,5,2134
3967,35700000000313,12,1,30
3968,35700000000325,4,3,522
3969,35700000000346,0,5,985
3970,35700000000368,12,1,6
3971,35700000000423,12,1,6
3972,35700000000447,5,1,6
3973,35700000000469,12,1,6
3974,35700000000489,12,1,30
3975,35700000000576,9,1,510
3976,35700000000588,0,15,1386
3977,35700000000612,11,3,37
3978,35700000000632,7,20,3390
3979,35700000000641,10,3,1570
3980,35700000000899,12,6,648
3981,35700000000912,12,1,6
3982,35700000000940,12,1,6
3983,35700000000950,11,1,510
3984,35700000001016,11,5,812
3985,35700000001036,7,1,510
3986,35700000001062,0,17,4079
3987,35700000001072,12,1,6
3988,35700000001109,11,2,36
3989,35700000001221,9,5,707
3990,35700000001228,12,1,6
3991,35700000001269,12,1,6
3992,35700000001291,2,54,43928
3993,35700000001552,11,2,770
3994,35700000001559,12,1,510
3995,35700000001790,12,1,510
3996,35700000001803,12,1,510
3997,35700000001824,10,2,36
3998,35700000001935,12,1,98
3999,35700000001960,9,2,516
4000,35700000002116,1,12,96
4001,35700000002141,2,2,74
4002,35700000003127,11,8,831
4003,35700000003135,10,1,6
4004,35700000003197,7,2,12
4005,35700000003336,11,1,160
4006,35700000003380,0,8,101
4007,35700000003523,1,4,48
4008,35700000003563,12,1,6
4009,35700000003634,11,2,36
4010,35700000003728,12,1,6
4011,35700000003899,0,7,42
4012,35700000003943,11,1,6
4013,35700000004326,11,1,6
4014,35700000004422,11,1,6
4015,35700000004506,11,1,510
4016,35700000004614,8,2,770
4017,35700000004643,11,1,510
4018,35700000004736,6,7,1966
4019,35700000004943,11,1,510
4020,35700000004996,11,1,510
4021,35700000005237,5,2,31
4022,35700000005411,7,2,12
4023,35700000005441,10,1,98
4024,35700000005508,6,3,134
4025,35700000005511,11,1,6
4026,35700000005676,6,6,629
4027,35700000005778,9,2,86
4028,35700000005839,10,1,6
4029,35700000005973,10,1,30
4030,35700000006182,0,8,1024
4031,35700000006409,10,1,98
4032,35700000006423,10,1,6
4033,35700000006506,0,13,1057
4034,35700000006549,2,2,128
4035,35700000006569,10,1,6
4036,35700000006767,0,7,336
4037,35700000006774,10,1,6
4038,35700000007083,5,2,296
4039,35700000007091,10,1,510
4040,35700000007197,0,26,4545
4041,35700000007285,10,1,6
4042,35700000007308,10,1,510
4043,35700000007411,8,1,510
4044,35700000007412,9,1,510
4045,35700000007418,9,1,510
4046,35700000007419,9,1,510
4047,35700000007657,9,1,6
4048,35700000007751,5,4,1822
4049,35700000007791,2,15,1788
4050,35700000007827,8,1,98
4051,35700000008287,4,2,770
4052,35700000008663,1,2,770
4053,35700000008771,8,1,510
4054,35700000008966,8,1,6
4055,35700000009152,8,1,510
4056,35700000009396,0,7,152
4057,35700000009482,8,1,6
4058,35700000009918,4,1,98
4059,35700000010016,7,1,510
4060,35700000010204,6,1,6
4061,35700000010313,7,1,510
4062,35700000010314,7,1,510
4063,35700000010733,7,1,510
4064,35700000010735,0,13,472
4065,35700000010737,7,1,510
4066,35700000010749,7,1,510
4067,35700000010759,6,1,510
4068,35700000010812,6,1,6
4069,35700000011087,6,1,6
4070,35700000011142,2,1,510
4071,35700000011497,6,1,6
4072,35700000011532,6,1,510
4073,35700000011759,5,1,510
4074,35700000011811,4,3,776
4075,35700000011812,0,10,182
4076,35700000012058,4,1,510
4077,35700000012082,4,1,510
4078,35800000000001,5,1,648
4079,35800000000012,4,5,942
4080,35800000000044,1,3,18
4081,35800000000081,3,6,642
4082,35800000000097,4,4,276
4083,35800000000101,5,1,6
4084,35800000000133,0,22,1118
4085,35800000000183,4,3,48
4086,35800000000214,0,7,1227
4087,35800000000233,0,7,1190
4088,35800000000331,5,2,36
4089,35800000000394,3,4,140
4090,35800000000482,0,2,36
4091,35800000000569,5,1,6
4092,35800000000695,5,1,25
4093,35800000000702,1,10,1418
4094,35800000000749,2,5,338
4095,35800000001007,5,1,6
4096,35800000001034,5,1,6
4097,35800000001140,5,1,6
4098,35800000001196,5,1,6
4099,35800000001282,5,2,36
4100,35800000001294,5,1,30
4101,35800000001755,0,4,24
4102,35800000001936,4,2,42
4103,35800000002335,4,1,6
4104,35800000002677,3,1,6
4105,35800000004016,1,11,2030
4106,20200000000523,0,1,30
4107,20200000002345,40,1,6
4108,20200000003159,12,29,8987
4109,20200000005346,60,1,6
4110,20200000006675,0,8,1436
4111,20200000012326,53,1,6
4112,20200000013150,20,1,6
4113,20200000015556,43,1,648
4114,20200000017644,17,1,510
4115,20200000019399,4,4,48
4116,20200000020205,4,25,241
4117,20200000020495,36,1,510
4118,20200000021131,15,1,510
4119,20200000021732,11,1,6
4120,20200000023004,4,9,1231
4121,20200000032256,17,1,6
4122,20200000034376,14,3,42
4123,20200000035106,40,1,5
4124,20200000035271,16,6,36
4125,20200000043811,1,5,430
4126,20200000045381,15,2,36
4127,20200000048045,52,1,6
4128,20200000051530,21,2,10
4129,20200000058609,3,2,36
4130,20200000074429,15,1,6
4131,20200000076135,50,1,6
4132,20200000077049,55,1,6
4133,20200000077191,4,2,36
4134,20200000104755,1,9,644
4135,20200000104873,2,1,6
4136,20200000116384,1,1,510
4137,20200000128521,12,1,510
4138,20200000132864,12,6,1040
4139,20200000140249,18,1,6
4140,20200000143517,5,28,376
4141,20200000147398,5,4,850
4142,20200000148882,26,1,510
4143,20200000158436,34,1,5
4144,20200000164275,17,1,510
4145,20200000165654,5,3,134
4146,20200000166082,15,1,510
4147,20200000166425,0,5,438
4148,20200000172022,2,2,36
4149,20200000175336,8,2,516
4150,20200000184920,31,2,515
4151,20200000189641,14,1,6
4152,20200000201359,16,1,510
4153,20200000201371,6,1,510
4154,20200000203012,40,1,510
4155,20200000204409,40,1,510
4156,20200000207033,34,1,510
4157,20200000208191,19,1,510
4158,20200000208592,5,1,198
4159,20200000209523,7,1,510
4160,20200000209569,7,1,510
4161,20200000209572,7,1,510
4162,20200000209581,10,1,510
4163,20200000209610,12,1,510
4164,20200000209616,12,1,510
4165,20200000209618,12,1,510
4166,20200000210172,13,1,510
4167,20200000210623,18,1,510
4168,20200000211583,16,1,510
4169,20200000215530,19,1,510
4170,20200000217533,20,1,510
4171,20200000217552,24,1,510
4172,20200000218066,20,1,510
4173,20200000218076,20,1,510
4174,20200000218175,22,1,510
4175,20200000218388,29,1,510
4176,20200000218400,25,1,510
4177,20200000218496,29,1,510
4178,20200000219177,54,1,648
4179,20200000219356,31,1,510
4180,20200000219529,44,1,648
4181,20200000219534,44,1,648
4182,20200000219779,50,1,648
4183,20200000220614,53,1,648
4184,20200000221085,54,1,648
4185,20200000221141,0,1,510
4186,20200000223044,38,1,510
4187,20200000223050,40,1,510
4188,20200000223052,38,1,510
4189,20200000223061,38,1,510
4190,20200000223068,40,1,648
4191,20200000223069,38,1,510
4192,20200000223092,38,1,510
4193,20200000223100,38,1,510
4194,20200000223103,34,1,510
4195,20200000223161,18,1,510
4196,20200000223306,38,1,510
4197,20200000223369,34,1,510
4198,20200000223508,38,1,510
4199,20200000240038,53,4,338
4200,20200000241547,27,7,182
4201,20200000241555,35,1,6
4202,20200000242544,24,1,6
4203,20200000242560,5,3,42
4204,20200000242567,22,1,6
4205,20200000242597,0,3,930
4206,20200000243666,7,1,6
4207,20200000243709,0,2,12
4208,20300000000219,0,1,510
4209,20300000000321,54,1,648
4210,20300000003508,8,1,6
4211,20300000006278,8,1,260
4212,20300000009390,5,4,253
4213,20300000012951,37,2,160
4214,20300000017944,16,4,720
4215,20300000025513,44,2,36
4216,20300000030378,33,1,6
4217,20300000035669,0,1,260
4218,20300000040693,16,1,260
4219,20300000041832,26,2,908
4220,20300000047614,37,1,6
